_id,Year,County Name,Race/Ethnicity,No Early Prenatal Care,Births,SUIDS,Infant Dealths Counts,Preterm Birth,Female Population Age 15-44
1926,2017,Wells,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,172
1927,2018,Cass,Hispanic,51,119,Suppressed,Suppressed,Suppressed,1304
1928,2018,Fountain,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,86
1929,2018,Perry,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,56
1930,2018,Switzerland,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,55
1931,2018,Wabash,Hispanic,Suppressed,13,Suppressed,Suppressed,Suppressed,178
1932,2018,Wayne,Hispanic,10,22,Suppressed,Suppressed,Suppressed,433
1933,2019,Boone,Hispanic,Suppressed,28,Suppressed,Suppressed,Suppressed,514
1934,2019,Cass,Hispanic,55,135,Suppressed,Suppressed,Suppressed,1406
1935,2019,Kosciusko,Hispanic,51,103,Suppressed,Suppressed,Suppressed,1407
1936,2019,LaPorte,Hispanic,Suppressed,118,Suppressed,Suppressed,Suppressed,1598
1937,2019,Lawrence,Hispanic,Suppressed,12,Suppressed,Suppressed,Suppressed,171
1938,2019,Morgan,Hispanic,Suppressed,22,Suppressed,Suppressed,Suppressed,263
1939,2019,Perry,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,55
1940,2019,Shelby,Hispanic,16,30,Suppressed,Suppressed,Suppressed,400
1941,2019,Starke,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,218
1942,2019,Sullivan,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,43
1943,2014,Allen,Non-Hispanic White,1490,3642,Suppressed,26,350,52504
1944,2014,Crawford,Non-Hispanic White,39,Suppressed,Suppressed,Suppressed,20,1729
1945,2014,Fulton,Non-Hispanic White,107,254,Suppressed,Suppressed,Suppressed,3217
1946,2014,Hendricks,Non-Hispanic White,328,1595,Suppressed,Suppressed,144,25886
1947,2014,Jefferson,Non-Hispanic White,78,354,Suppressed,Suppressed,Suppressed,5946
1948,2014,Newton,Non-Hispanic White,34,112,Suppressed,Suppressed,11,2083
1949,2014,Parke,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,23,3184
1950,2014,Putnam,Non-Hispanic White,Suppressed,343,Suppressed,Suppressed,28,6400
1951,2014,Wayne,Non-Hispanic White,230,678,Suppressed,Suppressed,48,10658
1952,2015,Adams,Non-Hispanic White,364,642,Suppressed,Suppressed,Suppressed,5674
1953,2015,Benton,Non-Hispanic White,27,101,Suppressed,Suppressed,Suppressed,1367
1954,2015,Hancock,Non-Hispanic White,114,772,Suppressed,Suppressed,78,12310
1955,2015,Monroe,Non-Hispanic White,198,1137,Suppressed,Suppressed,100,31294
1956,2015,Rush,Non-Hispanic White,41,183,Suppressed,Suppressed,18,2786
1957,2015,Spencer,Non-Hispanic White,38,174,Suppressed,Suppressed,Suppressed,3201
1958,2015,Steuben,Non-Hispanic White,118,390,Suppressed,Suppressed,Suppressed,5493
1959,2015,White,Non-Hispanic White,79,250,Suppressed,Suppressed,Suppressed,3412
1960,2016,Adams,Non-Hispanic White,354,643,Suppressed,7,Suppressed,5676
1961,2016,Boone,Non-Hispanic White,103,752,Suppressed,6,68,10906
1962,2016,Clinton,Non-Hispanic White,85,338,Suppressed,Suppressed,26,4559
1963,2016,Fayette,Non-Hispanic White,Suppressed,211,Suppressed,Suppressed,Suppressed,3872
1964,2016,Fountain,Non-Hispanic White,52,157,Suppressed,Suppressed,Suppressed,2623
1965,2016,Kosciusko,Non-Hispanic White,469,877,Suppressed,Suppressed,66,12733
1966,2016,Morgan,Non-Hispanic White,221,790,Suppressed,Suppressed,Suppressed,11878
1967,2016,Putnam,Non-Hispanic White,76,368,Suppressed,Suppressed,Suppressed,6322
1968,2016,Randolph,Non-Hispanic White,67,266,Suppressed,Suppressed,33,3980
1969,2016,Steuben,Non-Hispanic White,126,387,Suppressed,Suppressed,Suppressed,5260
1970,2016,Vermillion,Non-Hispanic White,Suppressed,149,Suppressed,Suppressed,16,2516
1971,2016,Warren,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1226
1972,2017,Boone,Non-Hispanic White,99,690,Suppressed,Suppressed,65,11065
1973,2017,Clinton,Non-Hispanic White,79,335,Suppressed,Suppressed,Suppressed,4551
1974,2017,Daviess,Non-Hispanic White,195,507,Suppressed,Suppressed,31,5354
1975,2017,Gibson,Non-Hispanic White,66,374,Suppressed,Suppressed,Suppressed,5456
1976,2017,Johnson,Non-Hispanic White,321,1580,Suppressed,Suppressed,135,26669
1977,2017,Miami,Non-Hispanic White,99,370,Suppressed,Suppressed,Suppressed,5212
1978,2017,Monroe,Non-Hispanic White,189,1040,Suppressed,Suppressed,84,31117
1979,2017,Newton,Non-Hispanic White,33,120,Suppressed,Suppressed,Suppressed,2030
1980,2017,Tipton,Non-Hispanic White,Suppressed,141,Suppressed,Suppressed,Suppressed,2291
1981,2018,Clay,Non-Hispanic White,Suppressed,313,Suppressed,Suppressed,Suppressed,4448
1982,2018,Fountain,Non-Hispanic White,Suppressed,176,Suppressed,Suppressed,Suppressed,2589
1983,2018,Fulton,Non-Hispanic White,76,226,Suppressed,Suppressed,Suppressed,3057
1984,2018,Union,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1127
1985,2018,Wayne,Non-Hispanic White,244,661,Suppressed,5,77,10171
1986,2018,White,Non-Hispanic White,60,237,Suppressed,Suppressed,Suppressed,3370
1987,2019,Blackford,Non-Hispanic White,35,Suppressed,Suppressed,Suppressed,14,1779
1988,2019,Howard,Non-Hispanic White,213,814,Suppressed,Suppressed,62,11990
1989,2019,Jefferson,Non-Hispanic White,66,337,Suppressed,Suppressed,25,5732
1990,2019,Pulaski,Non-Hispanic White,Suppressed,124,Suppressed,Suppressed,Suppressed,1849
1991,2019,Warrick,Non-Hispanic White,82,562,Suppressed,Suppressed,62,10300
1992,2014,Clark,All,462,1433,Suppressed,15,144,22445
1993,2014,Clay,All,93,306,Suppressed,Suppressed,40,4832
1994,2014,Decatur,All,101,333,Suppressed,Suppressed,23,4894
1995,2014,Delaware,All,298,1231,Suppressed,10,153,27103
1996,2014,Floyd,All,221,873,Suppressed,Suppressed,99,14599
1997,2014,Orange,All,64,214,Suppressed,Suppressed,10,3436
1998,2014,Owen,All,59,216,Suppressed,Suppressed,16,3459
1999,2014,Pulaski,All,61,146,Suppressed,Suppressed,Suppressed,2157
2000,2014,St. Joseph,All,1185,3480,Suppressed,34,282,54589
2001,2014,Washington,All,114,311,Suppressed,Suppressed,27,4964
2002,2015,Crawford,All,28,118,Suppressed,Suppressed,17,1737
2003,2015,Fulton,All,108,260,Suppressed,Suppressed,28,3518
2004,2015,Grant,All,208,757,Suppressed,6,89,13447
2005,2015,Jackson,All,139,576,Suppressed,Suppressed,47,8042
2006,2015,Lake,All,1864,5910,5,43,546,94339
2007,2015,Marion,All,4771,14432,14,116,1598,205730
2008,2015,Martin,All,28,130,Suppressed,Suppressed,16,1713
2009,2015,Union,All,16,69,Suppressed,Suppressed,Suppressed,1284
2010,2016,Allen,All,1981,5140,Suppressed,43,463,73897
2011,2016,Clinton,All,139,445,Suppressed,Suppressed,33,5701
2012,2016,Franklin,All,51,260,Suppressed,Suppressed,20,3875
2013,2016,Hancock,All,124,790,Suppressed,Suppressed,81,13649
2014,2016,Harrison,All,87,468,Suppressed,6,42,6903
2015,2016,Noble,All,212,589,Suppressed,6,47,8606
2016,2016,Perry,All,71,207,Suppressed,Suppressed,21,2954
2017,2016,Steuben,All,140,416,Suppressed,Suppressed,42,5688
2018,2016,Tipton,All,42,160,Suppressed,Suppressed,16,2458
2019,2016,Washington,All,126,323,Suppressed,Suppressed,31,4881
2020,2017,Allen,All,2165,5200,5,38,498,74361
2021,2017,Blackford,All,31,125,Suppressed,Suppressed,16,1932
2022,2017,Gibson,All,72,395,Suppressed,Suppressed,39,5839
2023,2017,Harrison,All,114,427,Suppressed,Suppressed,49,6833
2024,2017,Hendricks,All,356,1724,Suppressed,8,152,31366
2025,2017,Howard,All,286,971,Suppressed,9,99,14720
2026,2017,Porter,All,458,1652,Suppressed,9,168,32066
2027,2017,White,All,67,300,Suppressed,Suppressed,23,3945
2028,2017,Whitley,All,127,412,Suppressed,5,38,5750
2029,2018,Jackson,All,199,604,Suppressed,5,56,7994
2030,2018,Johnson,All,392,1880,Suppressed,8,178,30890
2031,2018,Martin,All,34,110,Suppressed,Suppressed,11,1616
2032,2018,Spencer,All,33,183,Suppressed,Suppressed,11,3346
2033,2018,Vanderburgh,All,562,2106,Suppressed,17,210,35819
2034,2019,Hancock,All,109,850,Suppressed,Suppressed,64,14413
2035,2019,Henry,All,103,460,Suppressed,Suppressed,49,7700
2036,2019,Jefferson,All,83,389,Suppressed,Suppressed,43,6417
2037,2019,Martin,All,30,119,Suppressed,Suppressed,Suppressed,1626
2038,2019,Spencer,All,38,217,Suppressed,Suppressed,17,3316
2039,2019,Vermillion,All,37,140,Suppressed,Suppressed,19,2599
2040,2019,Wabash,All,97,323,Suppressed,Suppressed,39,5507
2041,2019,Warrick,All,96,618,Suppressed,Suppressed,69,11353
2042,2019,Washington,All,99,331,Suppressed,Suppressed,29,4903
2043,2014,Grant,Non-Hispanic Black,27,71,Suppressed,Suppressed,Suppressed,897
2044,2014,Hamilton,Non-Hispanic Black,44,143,Suppressed,Suppressed,Suppressed,2694
2045,2014,Harrison,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,28
2046,2014,Jefferson,Non-Hispanic Black,Suppressed,13,Suppressed,Suppressed,Suppressed,190
2047,2014,Orange,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,30
2048,2014,Shelby,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,87
2049,2015,Clinton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14
2050,2015,Daviess,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,52
2051,2015,Delaware,Non-Hispanic Black,37,111,Suppressed,Suppressed,Suppressed,1987
2052,2015,Elkhart,Non-Hispanic Black,158,288,Suppressed,Suppressed,Suppressed,2523
2053,2015,Hancock,Non-Hispanic Black,Suppressed,23,Suppressed,Suppressed,Suppressed,383
2054,2015,Scott,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,12
2055,2015,Steuben,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,43
2056,2015,Tippecanoe,Non-Hispanic Black,100,233,Suppressed,Suppressed,36,2569
2057,2015,Wabash,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,83
2058,2016,Allen,Non-Hispanic Black,396,754,Suppressed,15,100,9563
2059,2016,Clay,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
2060,2016,Fulton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,16
2061,2016,LaPorte,Non-Hispanic Black,133,219,Suppressed,Suppressed,30,2045
2062,2016,Parke,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,237
2063,2016,Vanderburgh,Non-Hispanic Black,120,306,Suppressed,Suppressed,49,3653
2064,2016,Warren,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,5
2065,2016,Wayne,Non-Hispanic Black,26,50,Suppressed,Suppressed,Suppressed,587
2066,2017,Adams,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,29
2067,2017,Allen,Non-Hispanic Black,487,863,Suppressed,12,102,9585
2068,2017,Boone,Non-Hispanic Black,Suppressed,16,Suppressed,Suppressed,Suppressed,287
2069,2017,Fayette,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,41
2070,2017,Jennings,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,27
2071,2017,Putnam,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,126
2072,2017,Sullivan,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13
2073,2017,Vigo,Non-Hispanic Black,43,95,Suppressed,Suppressed,11,1545
2074,2018,Marshall,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,54
2075,2018,St. Joseph,Non-Hispanic Black,355,718,Suppressed,Suppressed,111,8107
2076,2018,Scott,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
2077,2018,Washington,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,20
2078,2019,Boone,Non-Hispanic Black,Suppressed,22,Suppressed,Suppressed,Suppressed,324
2079,2019,Hendricks,Non-Hispanic Black,49,137,Suppressed,Suppressed,10,2675
2080,2019,Jasper,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,64
2081,2019,Kosciusko,Non-Hispanic Black,Suppressed,13,Suppressed,Suppressed,Suppressed,148
2082,2019,Miami,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,96
2083,2019,Owen,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,16
2084,2019,Pulaski,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,20
2085,2019,Ripley,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,28
2086,2019,Wabash,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,71
2087,2014,Benton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,97
2088,2014,Daviess,Hispanic,Suppressed,33,Suppressed,Suppressed,Suppressed,326
2089,2014,Sullivan,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,57
2090,2014,Tipton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,77
2091,2015,Brown,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,50
2092,2015,Clinton,Hispanic,Suppressed,116,Suppressed,Suppressed,Suppressed,1027
2093,2015,Franklin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,45
2094,2015,Howard,Hispanic,Suppressed,28,Suppressed,Suppressed,Suppressed,558
2095,2015,Lake,Hispanic,468,1280,Suppressed,10,107,20419
2096,2015,Lawrence,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,169
2097,2015,Newton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,180
2098,2015,Owen,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,61
2099,2015,Pulaski,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,93
2100,2015,Scott,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,117
2101,2015,Spencer,Hispanic,Suppressed,12,Suppressed,Suppressed,Suppressed,125
2102,2015,Switzerland,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,55
2103,2015,Tippecanoe,Hispanic,85,266,Suppressed,Suppressed,16,3694
2104,2016,Carroll,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,190
2105,2016,Lagrange,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,356
2106,2016,Scott,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,104
2107,2016,Spencer,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,134
2108,2017,Clay,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,83
2109,2017,Clinton,Hispanic,46,Suppressed,Suppressed,Suppressed,Suppressed,1100
2110,2017,Dearborn,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,119
2111,2017,Henry,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,146
2112,2017,Johnson,Hispanic,27,67,Suppressed,Suppressed,10,1344
2113,2017,Lagrange,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,348
2114,2017,Lake,Hispanic,405,1197,Suppressed,11,110,21132
2115,2017,Lawrence,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,167
2116,2017,St. Joseph,Hispanic,176,413,Suppressed,Suppressed,36,5629
2117,2017,Spencer,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,136
2118,2017,Switzerland,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,53
2119,2017,Union,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,27
2120,2018,Dubois,Hispanic,Suppressed,76,Suppressed,Suppressed,10,658
2121,2018,Elkhart,Hispanic,339,718,Suppressed,Suppressed,70,7316
2122,2018,Floyd,Hispanic,22,34,Suppressed,Suppressed,Suppressed,598
2123,2018,Jennings,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,143
2124,2018,Lagrange,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,350
2125,2018,Parke,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,64
2126,2018,Sullivan,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,45
2127,2018,Tippecanoe,Hispanic,91,259,Suppressed,Suppressed,29,4060
2128,2018,Washington,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,89
2129,2019,Montgomery,Hispanic,10,25,Suppressed,Suppressed,Suppressed,373
2130,2019,Ohio,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,27
2131,2019,Wells,Hispanic,13,21,Suppressed,Suppressed,Suppressed,184
2132,2014,Boone,Non-Hispanic White,119,720,Suppressed,Suppressed,65,10558
2133,2014,Decatur,Non-Hispanic White,Suppressed,324,Suppressed,Suppressed,23,4632
2134,2014,Dubois,Non-Hispanic White,77,484,Suppressed,5,52,6654
2135,2014,Hamilton,Non-Hispanic White,485,3392,Suppressed,12,355,51288
2136,2014,Jackson,Non-Hispanic White,121,539,Suppressed,Suppressed,Suppressed,7194
2137,2014,Jay,Non-Hispanic White,105,322,Suppressed,Suppressed,Suppressed,3547
2138,2014,Miami,Non-Hispanic White,122,362,Suppressed,Suppressed,Suppressed,5415
2139,2014,Pulaski,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2001
2140,2014,Sullivan,Non-Hispanic White,81,Suppressed,Suppressed,Suppressed,30,3244
2141,2014,Vigo,Non-Hispanic White,388,1185,Suppressed,Suppressed,126,18626
2142,2015,Boone,Non-Hispanic White,101,705,Suppressed,Suppressed,71,10814
2143,2015,Brown,Non-Hispanic White,40,Suppressed,Suppressed,Suppressed,Suppressed,2122
2144,2015,Union,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1220
2145,2016,Crawford,Non-Hispanic White,27,Suppressed,Suppressed,Suppressed,12,1662
2146,2016,Dearborn,Non-Hispanic White,107,484,Suppressed,Suppressed,Suppressed,8293
2147,2016,Decatur,Non-Hispanic White,89,354,Suppressed,Suppressed,21,4574
2148,2016,Hamilton,Non-Hispanic White,449,3296,Suppressed,11,300,51926
2149,2016,Jackson,Non-Hispanic White,128,518,Suppressed,Suppressed,Suppressed,7112
2150,2016,Madison,Non-Hispanic White,289,1279,Suppressed,Suppressed,134,19677
2151,2016,Martin,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,19,1605
2152,2016,Monroe,Non-Hispanic White,202,1065,Suppressed,Suppressed,94,31194
2153,2016,Ohio,Non-Hispanic White,13,52,Suppressed,Suppressed,Suppressed,882
2154,2016,Owen,Non-Hispanic White,Suppressed,203,Suppressed,Suppressed,28,3264
2155,2016,Vanderburgh,Non-Hispanic White,344,1821,Suppressed,Suppressed,228,29980
2156,2017,Clay,Non-Hispanic White,94,306,Suppressed,Suppressed,Suppressed,4458
2157,2017,Lake,Non-Hispanic White,644,2560,Suppressed,Suppressed,203,43849
2158,2017,Marshall,Non-Hispanic White,174,500,Suppressed,Suppressed,34,6813
2159,2017,Morgan,Non-Hispanic White,195,783,Suppressed,Suppressed,Suppressed,11764
2160,2017,Porter,Non-Hispanic White,374,1393,Suppressed,Suppressed,147,25211
2161,2017,Posey,Non-Hispanic White,54,248,Suppressed,Suppressed,Suppressed,4119
2162,2017,Whitley,Non-Hispanic White,122,398,Suppressed,5,Suppressed,5446
2163,2018,Cass,Non-Hispanic White,59,273,Suppressed,Suppressed,22,4924
2164,2018,Crawford,Non-Hispanic White,Suppressed,107,Suppressed,Suppressed,10,1609
2165,2018,Daviess,Non-Hispanic White,204,514,Suppressed,Suppressed,41,5328
2166,2018,De Kalb,Non-Hispanic White,202,515,Suppressed,Suppressed,41,7361
2167,2018,Jasper,Non-Hispanic White,89,314,Suppressed,Suppressed,Suppressed,5375
2168,2018,Lagrange,Non-Hispanic White,398,729,Suppressed,Suppressed,48,6668
2169,2018,LaPorte,Non-Hispanic White,342,927,Suppressed,Suppressed,96,13986
2170,2018,Lawrence,Non-Hispanic White,140,513,Suppressed,Suppressed,Suppressed,7310
2171,2018,Pike,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,24,1918
2172,2018,St. Joseph,Non-Hispanic White,697,2211,Suppressed,12,240,37191
2173,2018,Tippecanoe,Non-Hispanic White,313,1480,Suppressed,11,144,33631
2174,2018,Warrick,Non-Hispanic White,110,550,Suppressed,Suppressed,55,10167
2175,2018,Whitley,Non-Hispanic White,Suppressed,342,Suppressed,Suppressed,Suppressed,5512
2176,2019,Kosciusko,Non-Hispanic White,275,805,Suppressed,Suppressed,85,12448
2177,2019,Lawrence,Non-Hispanic White,123,483,Suppressed,Suppressed,Suppressed,7244
2178,2019,Miami,Non-Hispanic White,125,385,Suppressed,Suppressed,43,5059
2179,2019,Parke,Non-Hispanic White,96,Suppressed,Suppressed,Suppressed,20,2999
2180,2019,Posey,Non-Hispanic White,Suppressed,250,Suppressed,Suppressed,Suppressed,4021
2181,2019,Scott,Non-Hispanic White,76,237,Suppressed,Suppressed,16,4054
2182,2019,Vigo,Non-Hispanic White,244,1047,Suppressed,Suppressed,145,17885
2183,2014,Boone,All,132,786,Suppressed,Suppressed,71,11601
2184,2014,Hancock,All,153,732,Suppressed,Suppressed,82,13345
2185,2014,Jackson,All,165,620,Suppressed,6,51,7996
2186,2014,Jennings,All,102,363,Suppressed,Suppressed,42,5158
2187,2014,Lawrence,All,125,486,Suppressed,Suppressed,45,7795
2188,2014,Miami,All,130,378,Suppressed,Suppressed,42,5830
2189,2014,Monroe,All,259,1309,Suppressed,9,122,38742
2190,2014,Porter,All,442,1824,Suppressed,10,161,32499
2191,2014,White,All,99,276,Suppressed,Suppressed,20,3975
2192,2015,Clinton,All,145,465,Suppressed,6,44,5718
2193,2015,Dubois,All,89,572,Suppressed,8,68,7413
2194,2015,LaPorte,All,665,1340,Suppressed,15,131,18761
2195,2015,Porter,All,481,1714,Suppressed,8,121,32358
2196,2016,Clay,All,113,312,Suppressed,Suppressed,39,4689
2197,2016,Dearborn,All,115,500,Suppressed,Suppressed,43,8637
2198,2016,Hendricks,All,375,1762,Suppressed,12,170,30970
2199,2016,Johnson,All,430,1881,Suppressed,9,164,29891
2200,2017,Adams,All,400,693,Suppressed,8,45,6113
2201,2017,Fountain,All,47,185,Suppressed,Suppressed,18,2730
2202,2017,Hancock,All,149,843,Suppressed,Suppressed,97,13808
2203,2017,Newton,All,44,139,Suppressed,Suppressed,17,2316
2204,2017,Parke,All,95,205,Suppressed,Suppressed,20,3306
2205,2018,Kosciusko,All,486,1024,Suppressed,Suppressed,90,14562
2206,2018,Switzerland,All,49,128,Suppressed,Suppressed,15,1778
2207,2018,Wabash,All,98,318,Suppressed,Suppressed,34,5561
2208,2018,Warren,All,23,75,Suppressed,Suppressed,Suppressed,1349
2209,2018,Wayne,All,287,782,Suppressed,5,89,11753
2210,2018,White,All,73,275,Suppressed,Suppressed,23,3897
2211,2019,Adams,All,442,683,Suppressed,7,58,6179
2212,2019,Carroll,All,47,212,Suppressed,Suppressed,25,3380
2213,2019,Lake,All,2012,5684,Suppressed,34,577,92969
2214,2019,Orange,All,70,238,Suppressed,Suppressed,23,3309
2215,2019,St. Joseph,All,1233,3437,6,30,349,55417
2216,2019,Sullivan,All,54,209,Suppressed,Suppressed,23,3227
