COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,BLACK_COUNT,WHITE_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
Madison ,1251,644,216,278,328,279,201,156,121,119,70,282,145,309,1072,46,291,1497,1883,237,560,665,154,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1897,9301,2021.03.28 22:00:05
Marion,16835,7467,2751,4036,4165,3634,2963,1943,1481,1170,855,2551,1469,1746,17391,342,12326,9801,23389,3654,10302,7455,2001,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,24310,83724,2021.03.28 22:00:05
Marshall ,312,111,46,74,74,69,57,28,,22,,91,38,61,214,,,373,415,61,150,143,31,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,423,1808,2021.03.28 22:00:05
Martin ,107,47,22,24,25,22,,,,,,32,,33,70,,,150,154,,84,35,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,154,820,2021.03.28 22:00:05
Miami ,231,116,38,55,69,41,44,22,32,,,77,32,55,164,,,319,347,60,153,74,21,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,347,1787,2021.03.28 22:00:05
Monroe ,1124,633,286,319,259,259,215,126,88,76,52,261,106,262,1031,,198,1455,1735,421,672,445,278,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1757,6156,2021.03.28 22:00:05
Montgomery ,411,151,66,97,115,76,65,41,27,26,,129,57,100,241,,,521,556,100,173,232,45,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,562,1925,2021.03.28 22:00:05
Morgan ,782,276,145,159,177,162,100,94,60,44,42,186,101,188,521,35,,1015,1054,149,295,495,102,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1058,3687,2021.03.28 22:00:05
Newton ,87,43,,24,32,,,,,,,33,,,65,,,115,130,,53,39,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,130,555,2021.03.28 22:00:05
Noble ,249,88,44,49,63,43,35,35,22,,,70,32,59,165,,,292,331,48,104,118,33,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,337,1866,2021.03.28 22:00:05
Ohio ,,,,,,,,,,,,,0,,,,0,26,25,,,,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,26,196,2021.03.28 22:00:05
Orange ,253,86,54,57,51,56,33,25,,,,84,21,59,160,,,324,338,54,125,122,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,339,1244,2021.03.28 22:00:05
Owen ,228,115,36,52,62,45,39,36,29,,,71,24,68,162,,,333,343,60,129,115,24,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,343,1148,2021.03.28 22:00:05
Parke ,148,69,21,24,34,25,25,,27,,,46,,49,102,0,,204,216,37,103,59,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,217,954,2021.03.28 22:00:05
Perry ,184,74,23,61,48,30,26,25,,,,48,,47,133,,,245,259,23,130,78,21,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,259,965,2021.03.28 22:00:05
Pike ,128,37,,29,36,25,,,,,,46,,29,73,,,155,165,32,66,47,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,165,802,2021.03.28 22:00:05
Porter ,1115,496,183,255,274,226,191,134,107,85,54,264,105,246,910,26,156,1245,1599,249,502,565,159,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1611,6650,2021.03.28 22:00:05
Posey ,222,83,36,51,50,39,35,33,,,,59,43,60,125,,,290,305,41,100,135,21,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,305,983,2021.03.28 22:00:05
Pulaski ,84,34,,,,,,,,,,28,,,51,,0,107,118,22,33,36,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,118,571,2021.03.28 22:00:05
Putnam ,336,128,53,70,91,68,58,37,21,21,,100,38,74,225,,,448,462,46,207,160,24,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,464,1528,2021.03.28 22:00:05
Randolph ,157,89,25,39,45,41,24,,,,,61,,39,119,,,230,244,28,89,67,25,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,246,1192,2021.03.28 22:00:05
Ripley ,137,43,21,30,34,,24,,,,,34,27,32,78,,0,171,179,,36,71,26,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,180,1194,2021.03.28 22:00:05
Rush ,86,37,,24,,,,,,,,28,,24,58,,,117,122,,30,43,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,123,808,2021.03.28 22:00:05
Saint Joseph ,2892,1310,510,714,725,539,506,320,304,182,138,558,252,417,2746,59,1317,2382,4116,641,1681,1218,348,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,4202,16834,2021.03.28 22:00:05
Scott ,169,94,32,38,45,45,22,33,,,,39,,51,133,,0,249,262,27,76,83,28,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,263,1600,2021.03.28 22:00:05
Shelby ,208,113,50,40,47,55,31,,27,,,54,35,51,166,,,305,318,22,75,129,39,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,321,2156,2021.03.28 22:00:05
Spencer ,155,61,30,26,42,25,30,,,,,36,28,42,100,,,202,212,38,49,77,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,216,804,2021.03.28 22:00:05
Starke ,196,86,32,44,38,47,38,22,,,,70,23,39,136,,,272,282,39,84,106,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,282,1250,2021.03.28 22:00:05
Steuben ,187,77,32,50,39,36,33,21,,,,70,,36,124,,,244,260,33,101,84,24,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,264,1355,2021.03.28 22:00:05
Sullivan ,249,104,49,66,49,51,37,39,,,,69,27,62,176,,,344,353,44,122,135,37,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,353,1188,2021.03.28 22:00:05
Switzerland ,56,25,,,,,,,,,,22,,,38,,0,75,81,,,35,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,81,476,2021.03.28 22:00:05
Tippecanoe ,1762,703,353,493,438,299,276,196,118,96,69,374,155,265,1552,22,598,1634,2418,342,979,821,253,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,2465,8689,2021.03.28 22:00:05
Tipton ,94,25,,,25,,,,,,,32,,23,57,,0,111,118,,38,43,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,119,586,2021.03.28 22:00:05
Union ,40,,,,,,,,,,,,,,29,0,0,55,56,,,26,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,57,363,2021.03.28 22:00:05
Vanderburgh ,2618,1231,464,614,598,566,499,342,265,170,119,478,256,610,2337,73,808,2836,3816,426,1429,1471,264,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,3850,13191,2021.03.28 22:00:05
Vermillion ,179,88,37,40,46,39,39,,,,,62,,45,129,,,259,267,59,134,48,24,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,267,954,2021.03.28 22:00:05
Vigo ,1730,742,382,428,378,330,280,197,171,124,66,399,179,380,1386,48,263,2103,2459,273,1035,707,267,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,2472,8501,2021.03.28 22:00:05
Wabash ,175,65,31,43,39,36,28,,,,,50,,45,117,,,226,240,41,69,86,21,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,240,1249,2021.03.28 22:00:05
Warren ,66,27,,,22,,,,,,,,,,36,,,87,92,,31,37,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,93,314,2021.03.28 22:00:05
Warrick ,471,179,81,100,104,95,87,60,34,33,24,146,55,110,314,,28,600,646,135,174,244,54,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,651,2217,2021.03.28 22:00:05
Washington ,167,84,,41,38,33,29,24,,,,71,,57,95,,0,242,251,31,77,62,26,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,252,1696,2021.03.28 22:00:05
Wayne ,424,230,101,106,94,93,60,58,44,34,21,84,49,95,395,,59,552,643,77,185,165,92,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,655,4308,2021.03.28 22:00:05
Wells ,129,45,22,32,27,,24,,,,,43,,28,76,,,158,174,,29,80,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,174,979,2021.03.28 22:00:05
White ,136,61,,30,36,27,22,,,,,46,,38,90,,,177,193,32,57,59,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,197,972,2021.03.28 22:00:05
Whitley ,147,70,30,37,46,32,24,,,,,39,,33,120,,,204,217,25,92,58,24,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,217,1090,2021.03.28 22:00:05
Adams ,49,29,,,,,,,,,,,,,34,0,,69,77,,,26,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,78,1066,2021.03.28 22:00:05
Allen ,1351,610,271,337,303,255,212,161,133,106,65,232,128,225,1278,38,629,1026,1888,182,661,566,157,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,1961,20940,2021.03.28 22:00:05
Bartholomew ,190,94,26,47,36,54,37,23,,,,40,30,58,141,,,246,279,,76,108,27,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,284,3837,2021.03.28 22:00:05
Benton ,25,,,,,,,,,,,,,,,,0,28,32,,,,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,32,391,2021.03.28 22:00:05
Blackford ,49,21,,,,,,,,,,,,,39,,0,68,70,,27,31,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,70,701,2021.03.28 22:00:05
Boone ,155,90,,33,38,31,36,30,,22,,37,,45,119,,,213,243,39,87,83,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,245,1965,2021.03.28 22:00:05
Brown ,34,24,,,,,,,,,,,,,32,,,56,58,,,,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,58,616,2021.03.28 22:00:05
Carroll ,40,,,,,,,,,,,,,,26,,,47,51,,21,,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,51,709,2021.03.28 22:00:05
Cass ,92,46,,27,,27,,,,,,,,25,68,,,111,135,,61,30,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,138,1646,2021.03.28 22:00:05
Clark ,344,158,62,76,67,69,62,40,34,44,24,69,41,87,281,,71,378,490,50,158,136,60,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,502,6354,2021.03.28 22:00:05
Clay ,161,65,21,25,38,31,28,,,,,39,29,41,107,,,215,225,27,105,72,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,226,1715,2021.03.28 22:00:05
Clinton ,174,108,27,51,56,33,37,24,25,,,43,38,39,145,,,242,274,39,138,82,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,282,1849,2021.03.28 22:00:05
Crawford ,68,,,,,,,,,,,25,,22,29,,,78,87,,37,35,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,87,668,2021.03.28 22:00:05
Daviess,117,59,21,26,22,32,28,,,,,30,,45,81,,,153,172,27,75,48,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,176,1434,2021.03.28 22:00:05
Dearborn ,65,46,,,,,,,,,,,,,59,,,106,110,,33,26,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,111,1806,2021.03.28 22:00:05
Decatur ,45,25,,,,,,,,,,,,,31,,,66,69,,22,21,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,70,1324,2021.03.28 22:00:05
Dekalb ,109,58,21,23,25,22,,24,,,,33,,38,79,,,152,167,,68,50,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,167,1830,2021.03.28 22:00:05
Delaware ,468,237,120,98,91,94,97,62,53,37,24,75,71,137,377,24,104,573,702,49,231,281,84,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,705,7719,2021.03.28 22:00:05
Dubois ,80,42,,,21,,,,,,,,,26,58,,,115,120,23,60,26,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,122,1276,2021.03.28 22:00:05
Elkhart ,931,419,166,196,223,197,157,97,118,56,52,175,131,176,790,32,269,873,1315,183,489,470,83,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,1350,11011,2021.03.28 22:00:05
Fayette ,60,34,,,,,,,,,,,,,48,,,92,94,,32,,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,94,1584,2021.03.28 22:00:05
Floyd ,209,87,26,38,57,50,44,26,,,,31,25,43,182,,43,246,292,23,69,103,37,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,296,3606,2021.03.28 22:00:05
Fountain ,90,28,,,,,,,,,,,,22,59,,,112,117,,41,48,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,118,873,2021.03.28 22:00:05
Franklin ,28,,,,,,,,,,0,,,,24,,,42,44,,,,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,44,839,2021.03.28 22:00:05
Fulton ,71,38,,,21,,,,,,,,,,60,,,103,109,,34,49,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,109,1026,2021.03.28 22:00:05
Gibson ,140,77,,37,33,34,,,21,,,27,21,42,112,,,199,217,36,57,99,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,217,1683,2021.03.28 22:00:05
Grant ,282,129,67,69,54,78,45,28,26,21,,47,38,70,240,,41,347,408,25,127,163,30,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,411,4373,2021.03.28 22:00:05
Greene ,165,61,27,23,41,30,33,28,,,,41,25,45,100,,0,223,226,28,116,64,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,226,1717,2021.03.28 22:00:05
Hamilton ,417,182,72,81,96,84,66,44,46,40,29,106,47,96,319,,82,423,562,116,158,225,51,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,599,6142,2021.03.28 22:00:05
Hancock ,93,55,,24,,29,21,,,,,,,34,79,,,132,147,25,28,55,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,148,2397,2021.03.28 22:00:05
Harrison ,90,37,,,21,,,,,,,28,,32,43,,,116,127,27,50,24,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,127,1680,2021.03.28 22:00:05
Hendricks ,351,142,52,64,77,83,49,50,42,25,,82,48,64,256,,73,375,469,118,163,160,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,493,4917,2021.03.28 22:00:05
Henry ,102,68,,37,21,,23,,21,,,,,28,97,,,161,169,,63,50,,8,Are you afraid you might be hurt in your apartment building or house?,Fear of being hurt in home?,170,2744,2021.03.28 22:00:05
